invoice_id,branch,city,customer_type,gender,product_line,date,time,payment_method,rating,unit_price,quantity_sold,COGS,VAT,gross_profit,net_profit,time_of_the_day,day_name,month_name,product_line_status
458-10-8612,C,Naypyitaw,Normal,Male,"Health and beauty",2019-01-20,12:27:00,Ewallet,7.6,64.08,7,448.56,22.4280,470.9880,426.1320,Afternoon,Sunday,January,Good
458-41-1477,C,Naypyitaw,Normal,Female,"Health and beauty",2019-03-08,17:11:00,"Credit card",9.5,46.26,6,277.56,13.8780,291.4380,263.6820,Evening,Friday,March,Bad
458-61-0011,B,Mandalay,Normal,Male,"Food and beverages",2019-02-20,18:43:00,Cash,5.8,60.30,4,241.20,12.0600,253.2600,229.1400,Evening,Wednesday,February,Bad
459-45-2396,A,Yangon,Member,Female,"Food and beverages",2019-02-25,18:45:00,Cash,5.8,99.60,3,298.80,14.9400,313.7400,283.8600,Evening,Monday,February,Bad
459-50-7686,A,Yangon,Normal,Female,"Electronic accessories",2019-01-13,19:14:00,Ewallet,6.4,23.46,6,140.76,7.0380,147.7980,133.7220,Evening,Sunday,January,Bad
460-35-4390,A,Yangon,Normal,Male,"Home and lifestyle",2019-01-22,11:00:00,Ewallet,9.1,30.68,3,92.04,4.6020,96.6420,87.4380,Morning,Tuesday,January,Bad
460-93-5834,A,Yangon,Normal,Male,"Sports and travel",2019-01-13,10:03:00,Cash,5.0,45.58,7,319.06,15.9530,335.0130,303.1070,Morning,Sunday,January,Good
462-67-9126,A,Yangon,Normal,Male,"Home and lifestyle",2019-01-21,17:44:00,Cash,7.2,73.22,6,439.32,21.9660,461.2860,417.3540,Evening,Monday,January,Good
462-78-5240,C,Naypyitaw,Normal,Female,"Electronic accessories",2019-03-19,14:35:00,Cash,4.2,26.61,2,53.22,2.6610,55.8810,50.5590,Afternoon,Tuesday,March,Bad
466-61-5506,B,Mandalay,Member,Female,"Electronic accessories",2019-02-26,10:52:00,Cash,5.3,90.70,6,544.20,27.2100,571.4100,516.9900,Morning,Tuesday,February,Good
468-01-2051,B,Mandalay,Normal,Male,"Food and beverages",2019-03-06,13:46:00,Ewallet,5.4,62.08,7,434.56,21.7280,456.2880,412.8320,Afternoon,Wednesday,March,Good
468-88-0009,A,Yangon,Member,Male,"Home and lifestyle",2019-03-24,10:29:00,Cash,6.0,65.94,4,263.76,13.1880,276.9480,250.5720,Morning,Sunday,March,Bad
468-99-7231,C,Naypyitaw,Normal,Female,"Home and lifestyle",2019-03-03,17:36:00,Cash,8.8,44.01,8,352.08,17.6040,369.6840,334.4760,Evening,Sunday,March,Good
470-31-3286,B,Mandalay,Normal,Male,"Health and beauty",2019-03-01,11:30:00,"Credit card",8.7,14.82,3,44.46,2.2230,46.6830,42.2370,Morning,Friday,March,Bad
470-32-9057,A,Yangon,Member,Male,"Food and beverages",2019-03-28,15:31:00,"Credit card",9.1,51.34,5,256.70,12.8350,269.5350,243.8650,Afternoon,Thursday,March,Bad
471-06-8611,C,Naypyitaw,Normal,Female,"Food and beverages",2019-02-06,10:22:00,"Credit card",6.3,52.42,1,52.42,2.6210,55.0410,49.7990,Morning,Wednesday,February,Bad
471-41-2823,C,Naypyitaw,Normal,Male,"Food and beverages",2019-03-07,20:37:00,Ewallet,8.0,99.79,2,199.58,9.9790,209.5590,189.6010,Evening,Thursday,March,Bad
472-15-9636,A,Yangon,Normal,Male,"Home and lifestyle",2019-03-22,19:36:00,Ewallet,9.2,50.93,8,407.44,20.3720,427.8120,387.0680,Evening,Friday,March,Good
474-33-8305,C,Naypyitaw,Member,Male,"Fashion accessories",2019-03-23,13:23:00,Ewallet,6.9,67.39,7,471.73,23.5865,495.3165,448.1435,Afternoon,Saturday,March,Good
477-24-6490,B,Mandalay,Normal,Female,"Health and beauty",2019-02-26,16:52:00,Ewallet,7.9,99.71,6,598.26,29.9130,628.1730,568.3470,Evening,Tuesday,February,Good
477-59-2456,C,Naypyitaw,Normal,Female,"Fashion accessories",2019-01-23,11:15:00,Cash,9.2,45.44,7,318.08,15.9040,333.9840,302.1760,Morning,Wednesday,January,Good
478-06-7835,A,Yangon,Normal,Male,"Fashion accessories",2019-01-11,11:20:00,Ewallet,4.9,89.69,1,89.69,4.4845,94.1745,85.2055,Morning,Friday,January,Bad
479-26-8945,B,Mandalay,Member,Female,"Sports and travel",2019-02-05,11:32:00,Ewallet,4.6,16.49,2,32.98,1.6490,34.6290,31.3310,Morning,Tuesday,February,Bad
480-63-2856,C,Naypyitaw,Normal,Male,"Food and beverages",2019-01-23,18:37:00,Ewallet,6.6,19.25,8,154.00,7.7000,161.7000,146.3000,Evening,Wednesday,January,Bad
482-17-1179,A,Yangon,Member,Male,"Electronic accessories",2019-01-19,12:47:00,"Credit card",8.1,11.94,3,35.82,1.7910,37.6110,34.0290,Afternoon,Saturday,January,Bad
483-71-1164,C,Naypyitaw,Normal,Female,"Health and beauty",2019-03-08,16:43:00,Ewallet,5.3,81.30,6,487.80,24.3900,512.1900,463.4100,Evening,Friday,March,Good
484-22-8230,C,Naypyitaw,Member,Female,"Fashion accessories",2019-01-08,20:08:00,Cash,4.5,51.89,7,363.23,18.1615,381.3915,345.0685,Evening,Tuesday,January,Good
485-30-8700,A,Yangon,Normal,Female,"Sports and travel",2019-03-18,16:10:00,"Credit card",4.2,33.26,5,166.30,8.3150,174.6150,157.9850,Evening,Monday,March,Bad
487-79-6868,B,Mandalay,Member,Female,"Home and lifestyle",2019-03-26,19:28:00,"Credit card",8.0,12.29,9,110.61,5.5305,116.1405,105.0795,Evening,Tuesday,March,Bad
488-25-4221,C,Naypyitaw,Member,Female,"Food and beverages",2019-02-22,10:36:00,"Credit card",8.4,30.41,1,30.41,1.5205,31.9305,28.8895,Morning,Friday,February,Bad
489-64-4354,C,Naypyitaw,Normal,Male,"Fashion accessories",2019-03-09,15:36:00,Cash,5.0,16.28,1,16.28,0.8140,17.0940,15.4660,Afternoon,Saturday,March,Bad
489-82-1237,A,Yangon,Normal,Female,"Electronic accessories",2019-01-05,11:51:00,"Credit card",7.3,93.88,7,657.16,32.8580,690.0180,624.3020,Morning,Saturday,January,Good
490-29-1201,A,Yangon,Normal,Female,"Sports and travel",2019-01-06,11:09:00,Cash,6.5,15.34,1,15.34,0.7670,16.1070,14.5730,Morning,Sunday,January,Bad
490-95-0021,B,Mandalay,Member,Female,"Food and beverages",2019-01-08,14:25:00,Ewallet,6.0,33.21,10,332.10,16.6050,348.7050,315.4950,Afternoon,Tuesday,January,Good
491-38-3499,A,Yangon,Member,Male,"Fashion accessories",2019-02-26,17:46:00,"Credit card",4.9,55.45,1,55.45,2.7725,58.2225,52.6775,Evening,Tuesday,February,Bad
493-65-6248,C,Naypyitaw,Member,Female,"Sports and travel",2019-01-01,19:48:00,"Credit card",7.0,36.98,10,369.80,18.4900,388.2900,351.3100,Evening,Tuesday,January,Good
497-36-0989,A,Yangon,Normal,Male,"Fashion accessories",2019-02-15,15:21:00,Cash,7.9,51.94,3,155.82,7.7910,163.6110,148.0290,Afternoon,Friday,February,Bad
497-37-6538,A,Yangon,Normal,Male,"Sports and travel",2019-01-17,15:15:00,Ewallet,9.7,58.91,7,412.37,20.6185,432.9885,391.7515,Afternoon,Thursday,January,Good
498-41-1961,B,Mandalay,Normal,Male,"Health and beauty",2019-02-20,18:01:00,Cash,7.6,66.68,5,333.40,16.6700,350.0700,316.7300,Evening,Wednesday,February,Good
499-27-7781,B,Mandalay,Normal,Female,"Food and beverages",2019-03-14,16:45:00,Ewallet,5.0,53.21,8,425.68,21.2840,446.9640,404.3960,Evening,Thursday,March,Good
500-02-2261,C,Naypyitaw,Normal,Female,"Food and beverages",2019-03-21,17:04:00,Ewallet,5.9,57.29,6,343.74,17.1870,360.9270,326.5530,Evening,Thursday,March,Good
501-61-1753,B,Mandalay,Normal,Female,"Home and lifestyle",2019-01-03,20:24:00,Ewallet,9.8,63.15,6,378.90,18.9450,397.8450,359.9550,Evening,Thursday,January,Good
502-05-1910,A,Yangon,Normal,Male,"Health and beauty",2019-02-25,20:35:00,"Credit card",6.3,65.18,3,195.54,9.7770,205.3170,185.7630,Evening,Monday,February,Bad
503-07-0930,C,Naypyitaw,Member,Male,"Sports and travel",2019-02-23,19:49:00,"Credit card",8.2,58.39,7,408.73,20.4365,429.1665,388.2935,Evening,Saturday,February,Good
503-21-4385,B,Mandalay,Member,Male,"Health and beauty",2019-02-21,12:40:00,Ewallet,9.3,39.91,3,119.73,5.9865,125.7165,113.7435,Afternoon,Thursday,February,Bad
504-35-8843,A,Yangon,Normal,Male,"Sports and travel",2019-01-02,16:57:00,Cash,5.7,42.47,1,42.47,2.1235,44.5935,40.3465,Evening,Wednesday,January,Bad
505-02-0892,B,Mandalay,Member,Male,"Health and beauty",2019-02-25,14:12:00,Ewallet,5.6,42.57,8,340.56,17.0280,357.5880,323.5320,Afternoon,Monday,February,Good
509-10-0516,B,Mandalay,Normal,Male,"Home and lifestyle",2019-02-09,12:02:00,Ewallet,5.1,45.97,4,183.88,9.1940,193.0740,174.6860,Afternoon,Saturday,February,Bad
509-29-3912,A,Yangon,Member,Female,"Sports and travel",2019-03-20,12:24:00,Ewallet,4.2,38.72,9,348.48,17.4240,365.9040,331.0560,Afternoon,Wednesday,March,Good
510-09-5628,A,Yangon,Member,Female,"Fashion accessories",2019-03-15,18:20:00,"Credit card",7.2,19.66,10,196.60,9.8300,206.4300,186.7700,Evening,Friday,March,Bad
510-79-0415,B,Mandalay,Member,Female,"Sports and travel",2019-01-24,19:20:00,Ewallet,4.9,23.08,6,138.48,6.9240,145.4040,131.5560,Evening,Thursday,January,Bad
510-95-6347,B,Mandalay,Member,Female,"Food and beverages",2019-03-05,18:17:00,Ewallet,4.0,48.52,3,145.56,7.2780,152.8380,138.2820,Evening,Tuesday,March,Bad
511-54-3087,B,Mandalay,Normal,Male,"Sports and travel",2019-02-25,16:36:00,"Credit card",9.5,88.45,1,88.45,4.4225,92.8725,84.0275,Evening,Monday,February,Bad
512-91-0811,C,Naypyitaw,Normal,Male,"Health and beauty",2019-02-06,20:05:00,"Credit card",6.6,89.75,1,89.75,4.4875,94.2375,85.2625,Evening,Wednesday,February,Bad
